CommunityID,Glendale Community,             Address,    Tele #,     Fax#,Bdrms,Felony,Msdmnr,Jdgmnts,W/D,Pets,Utilities,X,S8,      Management
7,Valencia Park,5104 E Van Buren St Phx Az 85008,602-275-9722,602-275-0408,S-1-2,NO,YES,PAID OFF,NO,YES,no,N,N,
8,Soleil,725 n Dobson rd Chandler,480-899-3400,,"1,2,3",NO,YES,1,YES,YES,NO,Y,N,
8,LAGUNA VILLAGE,102 W PALOMINO DR. CHANDLER,480-633-7010,,"1,2",NO,YES,1,YES,YES,NO,Y,N,
8,Vive,1901 W Germann Rd,480-398-8303,,"1,2,3",NO,NO,NO,YES,YES,NO,Y,N,
8,Towne Square,500 N Metro blvd Chandler,866-596-7477,,"1,2,3",10,7 YR,PAID OFF,YES,YES,NO,Y,N,
8,Montage at Pecos Ranch,1616 W Germann Rd Chandler,480-722-9400,,"1,2,3,",NO,YES,1,YES,YES,NO,Y,N,
8,Almeria At Ocotillo,2471 E Edgewater Chandler,480-907-6960,,"1,2,3",NO,NO,1,YES,YES,NO,Y,N,
8,Alante at the Island,2222 McQueen rd Chandler,480-917-3407,,"1,2,3",NO,NO,1,YES,YES,NO,Y,N,
8,Mira santi ,800 W Queen Creek Rd Chandler,480-282-9030,,"1,2,3",SOME,YES,PAID OFF,YES,YES,NO,Y,N,
8,Waterside at Ocotillo,4800 s Alma School rd Chandler,480-567-0640,,"1,2,3",NO,YES,PAID OFF,YES,YES,NO,Y,N,
8,San Cervantes,400 N Coronado st Chandler,480-389-0441,,"1,2,3",NO,SOME,PAID OFF,YES,YES,NO,Y,N,
8,Biscayne Bay,300 E Warner Rd Chandler,480-281-8999,,"1,2,3",NO,NO,NO,YES,YES,NO,Y,N,
8,Camden Pecos Ranch,1175 W Pecos rd Chandler,866-635-5024,,,NO,NO,NO,YES,YES,NO,Y,N,
8,Crosswinds,868 S Arizona Ave Chandler,484-917-4744,,"1,2",NO,SOME,PAID OFF,NO,YES,NO,Y,N,
8,Refections At Gila Springs,411 N Kyrene Rd,480-961-0711,,"1,2,3",NO,NO,6,YES,YES,NO,Y,N,
9,Mission Springs,16818 N 56th street Scottsdale,602-992-1500,,"1,2",NO,YES,NO,NO,YES,NO,Y,N,
9,The Paragon at Kierland,15608 N 71ST Scottsdale,480-699-6300,,"1,2,3",7,3 YRS,PAID OFF,YES,YES,NO,Y,N,
9,Broadstone Lincoln,7100 E Lincoln Dr Scottsdale,886-914-5297,,S-1 2,NO,NO,YES,YES,YES,NO,Y,N,
9,San Antigua,8611 E Via De Ventura,480-948-1997,,"1,2,3",SOME,YES,YES,YES,YES,NO,Y,N,
9,San Marin,4215 N Drinkwater blvd,480 467 3499,,"1,2,3",NO,NO,YES,YES,YES,NO,y,N,
9,Miramonte,8025 E Lincoln Dr,480-951-255,,,NO,NO,1,YES,YES,NO,Y,N,
10,San palmilla,750 w Baseline rd ,888-314-9247,,"1,2,3",NO,SOME,PAID OFF,YES,YES,NO,Y,N,
10,Highland Park ,5038 S Hardy,480-897-0641,,"1,2,3",10,YES,PAID OFF,NO,YES,NO,N,N,
10,Raven wood Heights ,647 W Bassline ,480-588-8121,,"1,2,3",NO,YES,1,YES,YES,NO,N,N,
10,Renue On Orange,1137 E Orange st,480-966-9531,,"1,2",NO,YES,1,NO,YES,ALL,N,N,
10,Residences At Fountainhead,2520 S Plazza dr,855-502-6122,,"1,2,3",NO,NO,NO,YES,YES,NO,N,N,
10,Flagstone,30 W Carer Dr,480 820 0188,,"s,1,2,",NO,NO,3,NO,YES,NO,N,N,
10,Quail Canyon,2045 S Mc Clintock dr,602-910-2894,,"1,2",NO,YES,1,NO,YES,NO,Y,N,
